lemma,plural,stem_final,opportunity,ur,predicted_sr,attested_sr,category,normalisations,ipa_edit,feature_edit,rule_edit,total_distance,cluster
nuielușcă,nuieluște,c,e,nuieluʃKe,nuieluʃte,nuieluʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
numerozitate,numerozitatăți,t,i,numerozitaTi,numerozitat͡sj,numerozitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
nămiază,nămiezi,z,i,nəmjazi,nəmjazj,nəmiezi,RULE_FAILURE,,3.0,0.0,0,0.6,
năvod,năvoade,d,e,nəvode,nəvode,nəvoade,RULE_FAILURE,,1.0,0.0,0,0.2,
oaspăt,oaspeți,t,i,oaspəTi,oaspət͡sj,oaspet͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
obadă,obezi,d,i,obaDi,obazj,obezi,RULE_FAILURE,,2.0,0.0,0,0.4,
oboroc,oboroace,c,e,oboroKe,oborot͡ʃe,oboroat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
obraz,obraji,z,i,obrazi,obrazj,obraʒi,RULE_FAILURE,,2.0,2.0,0,1.4,
obroc,obroace,c,e,obroKe,obrot͡ʃe,obroat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
obrocică,obrocicele,c,e,obrot͡ʃiKe,obrot͡ʃit͡ʃe,obrot͡ʃit͡ʃele,ICA_SUPPLETION,,2.0,6.0,0,3.4,
obscurantist,obscutantiști,s,i,obskurantiSTi,obskurantiʃtj,obskutantiʃti,RULE_FAILURE,,2.0,0.0,0,0.4,st(ă)+i
oceanolog,oceanologi,g,i,ot͡seanoloGi,ot͡seanolod͡ʒj,ot͡ʃanolod͡ʒi,RULE_FAILURE,,3.0,0.0,0,0.6,
oficios,oficioși,s,i,ofit͡sioSi,ofit͡sioʃj,ofit͡ʃioʃi,RULE_FAILURE,,2.0,0.0,2,1.0,
ojoc,ojoace,c,e,oʒoKe,oʒot͡ʃe,oʒoat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
omăt,omeți,t,i,oməTi,omət͡sj,omet͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
opiat,opiate,t,e,upiate,upiate,opiate,RULE_FAILURE,,1.0,0.0,0,0.2,
pacheșcă,pachești,c,i,pakeʃKi,pakeʃtj,pakeʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
pampușcă,pampuști,c,i,pampuʃKi,pampuʃtj,pampuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
papainog,papainoage,g,e,papainoGe,papainod͡ʒe,papainoad͡ʒe,RULE_FAILURE,,1.0,0.0,0,0.2,
paparazzo,paparazzi,z,i,paparazzoi,paparazzoi,paparazzi,RULE_FAILURE,,1.0,0.0,0,0.2,
paradosis,paradosisi,s,i,paradosiSi,paradosiʃj,paradosisi,RULE_FAILURE,,2.0,2.0,2,2.0,
parapod,parapoade,d,e,parapode,parapode,parapoade,RULE_FAILURE,,1.0,0.0,0,0.2,
parazăpadă,parazăpezi,d,i,parazəpaDi,parazəpazj,parazəpezi,RULE_FAILURE,,2.0,0.0,0,0.4,
pariziancă,parizience,c,e,parizianKe,pariziant͡ʃe,parizient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
pasaport,pasapoarte,t,e,pasaporte,pasaporte,pasapoarte,RULE_FAILURE,,1.0,0.0,0,0.2,
pasport,paspoarte,t,e,pasporte,pasporte,paspoarte,RULE_FAILURE,,1.0,0.0,0,0.2,
patriarhalitate,patriarhalitatăți,t,i,patriarhalitaTi,patriarhalitat͡sj,patriarhalitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
patrontașcă,patrontaște,c,e,patrontaʃKe,patrontaʃte,patrontaʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
pată,pete,t,e,pate,pate,pete,RULE_FAILURE,,1.0,0.0,0,0.2,
pavlichiancă,pavlichience,c,e,pavlikianKe,pavlikiant͡ʃe,pavlikient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
pavăză,paveze,z,e,pavəze,pavəze,paveze,RULE_FAILURE,,1.0,0.0,0,0.2,
pașaport,pașapoarte,t,e,paʃaporte,paʃaporte,paʃapoarte,RULE_FAILURE,,1.0,0.0,0,0.2,
pașcă,păști,c,i,paʃKi,paʃtj,pəʃti,NORM_TRAILING_GLIDE,"TRAILING_GLIDE,UNSTRESSED_SCHWA",0.0,0.0,0,0.0,
pașport,pașpoarte,t,e,paʃporte,paʃporte,paʃpoarte,RULE_FAILURE,,1.0,0.0,0,0.2,
paștet,pașteturi,t,uri,paʃteturi,paʃteturj,paʃteturi,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
peco,peco-uri,c,uri,pekouri,pekourj,peko-uri,RULE_FAILURE,,2.0,0.0,0,0.4,
pegas,pegași,s,i,pəɡaSi,pəɡaʃj,peɡaʃi,RULE_FAILURE,,2.0,0.0,2,1.0,
pelasg,pelasgi,g,i,pelaSGi,pelaʃdj,pelasd͡ʒi,RULE_FAILURE,,4.0,3.0,2,2.9,
pelasgă,pelasge,g,e,pelaSGe,pelaʃde,pelasd͡ʒe,RULE_FAILURE,,3.0,3.0,2,2.7,
pelit,pelite,t,e,pəlite,pəlite,pelite,RULE_FAILURE,,1.0,0.0,0,0.2,
pepinierist,pepinteriști,s,i,pepinieriSTi,pepinieriʃtj,pepinteriʃti,RULE_FAILURE,,2.0,0.0,0,0.4,st(ă)+i
peracid,perucizi,d,i,perat͡ʃiDi,perat͡ʃizj,perut͡ʃizi,RULE_FAILURE,,2.0,0.0,0,0.4,
periclitate,periclitatăți,t,i,periklitaTi,periklitat͡sj,periklitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
peșcheșlâc,peșcheșlâcuri,c,uri,peʃkeʃlɨkuri,peʃkeʃlɨkurj,peʃkeʃlɨkuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
piază,pieze,z,e,pjaze,pjaze,pieze,RULE_FAILURE,,2.0,0.0,0,0.4,
piciorong,picioroange,g,e,pit͡ʃioronGe,pit͡ʃiorond͡ʒe,pit͡ʃioroand͡ʒe,RULE_FAILURE,,1.0,0.0,0,0.2,
pică,pici,c,i,pikai,pikai,pit͡ʃi,RULE_FAILURE,,3.0,2.0,1,1.9,
picăturică,picăturele,c,e,pikəturiKe,pikəturit͡ʃe,pikəturele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
picățică,picățele,c,e,pikət͡siKe,pikət͡sit͡ʃe,pikət͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
pielușică,pielușele,c,e,pieluʃiKe,pieluʃit͡ʃe,pieluʃele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
piemont,piemonturi,t,uri,piəmonturi,piəmonturj,piemonturi,RULE_FAILURE,,2.0,0.0,0,0.4,
piezișitate,piezișitatăți,t,i,pieziʃitaTi,pieziʃitat͡sj,pieziʃitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
pipărușcă,pipăruști,c,i,pipəruʃKi,pipəruʃtj,pipəruʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
pirandică,pirandele,c,e,pirandiKe,pirandit͡ʃe,pirandele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
piroșcă,piroște,c,e,piroʃKe,piroʃte,piroʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
pisat,pișaturi,t,uri,pisaturi,pisaturj,piʃaturi,RULE_FAILURE,,2.0,0.0,0,0.4,
pisc,piscuri,s,uri,pist͡suri,pist͡surj,piskuri,RULE_FAILURE,,4.0,0.0,0,0.8,
pisoc,pisoace,c,e,pisoKe,pisot͡ʃe,pisoat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
pitoașcă,pitoaște,c,e,pitoaʃKe,pitoaʃte,pitoaʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
pitușcă,pituști,c,i,pituʃKi,pituʃtj,pituʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
pivușcă,pivuști,c,i,pivuʃKi,pivuʃtj,pivuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
pizza,pizze,z,e,pit͡sae,pit͡sae,pizze,RULE_FAILURE,,4.0,2.0,0,1.8,
piștă,piști,t,i,piʃTi,piʃtj,piʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,2,0.6,
plagiat,plagiate,t,e,pləʒiate,pləʒiate,plad͡ʒiate,RULE_FAILURE,,3.0,0.0,0,0.6,
platcă,plătci,c,i,plaTKi,plat͡st͡ʃj,plətt͡ʃi,RULE_FAILURE,,4.0,0.0,1,1.1,
platou,platouri,t,uri,platowuri,platowurj,platouri,RULE_FAILURE,,2.0,0.0,0,0.4,
pleașcă,plești,c,i,pleaʃKi,pleaʃtj,pleʃti,NORM_TRAILING_GLIDE,"TRAILING_GLIDE,EA_MONOPHTHONG",0.0,0.0,0,0.0,
plevușcă,plevuști,c,i,plevuʃKi,plevuʃtj,plevuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
ploieșteancă,ploieștence,c,e,plojeʃteanKe,plojeʃteant͡ʃe,ploieʃtent͡ʃe,RULE_FAILURE,,2.0,0.0,1,0.7,
plumânărică,plumânărele,c,e,plumɨnəriKe,plumɨnərit͡ʃe,plumɨnərele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
plăcințică,plăcințele,c,e,plət͡ʃint͡siKe,plət͡ʃint͡sit͡ʃe,plət͡ʃint͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
plămadă,plămezi,d,i,pləmaDi,pləmazj,pləmezi,RULE_FAILURE,,2.0,0.0,0,0.4,
pocinoc,pocinoace,c,e,pot͡ʃinoKe,pot͡ʃinot͡ʃe,pot͡ʃinoat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
pocinog,pocinoage,g,e,pot͡ʃinoGe,pot͡ʃinod͡ʒe,pot͡ʃinoad͡ʒe,RULE_FAILURE,,1.0,0.0,0,0.2,
podișcă,podiști,c,i,podiʃKi,podiʃtj,podiʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
podvadă,podvezi,d,i,podvaDi,podvazj,podvezi,RULE_FAILURE,,2.0,0.0,0,0.4,
poiată,poieți,t,i,poiaTi,poiat͡sj,poiet͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
polc,polcuri,c,uri,polt͡suri,polt͡surj,polkuri,RULE_FAILURE,,4.0,0.0,0,0.8,
poloboc,poloboace,c,e,poloboKe,polobot͡ʃe,poloboat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
polușcă,poluște,c,e,poluʃKe,poluʃte,poluʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
pomadă,pomezi,d,i,pomaDi,pomazj,pomezi,RULE_FAILURE,,2.0,0.0,0,0.4,
pominoc,pominoace,c,e,pominoKe,pominot͡ʃe,pominoat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
ponos,ponoase,s,e,ponose,ponose,ponoase,RULE_FAILURE,,1.0,0.0,0,0.2,
pontificat,pontificate,t,e,puntifikate,puntifikate,pontifikate,RULE_FAILURE,,1.0,0.0,0,0.2,
ponudă,ponoduri,d,uri,ponuduri,ponudurj,ponoduri,RULE_FAILURE,,2.0,0.0,0,0.4,
poroboc,poroboace,c,e,poroboKe,porobot͡ʃe,poroboat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
portmantou,portmantouri,t,uri,portmantouuri,portmantouurj,portmantouri,RULE_FAILURE,,2.0,0.0,0,0.4,
porumbică,porumbele,c,e,porumbiKe,porumbit͡ʃe,porumbele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
postelniceasă,postelnicese,s,e,postelnit͡ʃase,postelnit͡ʃase,postelnit͡ʃese,RULE_FAILURE,,1.0,0.0,0,0.2,
potcă,potce,c,e,poTKe,pot͡st͡ʃe,pott͡ʃe,RULE_FAILURE,,2.0,0.0,1,0.7,
potentat,potentați,t,i,potəntaTi,potəntat͡sj,potentat͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
potroc,potroace,c,e,potroKe,potrot͡ʃe,potroat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
pound,pounzi,d,i,pawnDi,pawnzj,pounzi,RULE_FAILURE,,3.0,0.0,0,0.6,
povescă,poveșci,s,i,poveSKi,poveʃtj,poveʃt͡ʃi,RULE_FAILURE,,3.0,3.0,0,2.1,sc(ă)+i
poștă,poște,t,e,poʃte,poʃte,poʃte,RULE_FAILURE,,0.0,0.0,1,0.3,
praz,praji,z,i,prazi,prazj,praʒi,RULE_FAILURE,,2.0,2.0,0,1.4,
preadolescent,preadolescenți,t,i,esənTi,esənt͡sj,preadolest͡ʃent͡si,RULE_FAILURE,,12.0,0.0,0,2.4,
preasfânt,preasfinți,t,i,preasfɨnTi,preasfɨnt͡sj,preasfint͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
preatcă,pretce,c,e,preaTKe,preat͡st͡ʃe,prett͡ʃe,RULE_FAILURE,,3.0,0.0,1,0.9,
preavecinătate,preavecinătatăți,t,i,preavet͡ʃinətaTi,preavet͡ʃinətat͡sj,preavet͡ʃinətatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
precomandă,precomenzi,d,i,prekomanDi,prekomanzj,prekomenzi,RULE_FAILURE,,2.0,0.0,0,0.4,
prelucrabilitate,prelucrabilitatăți,t,i,prelukrabilitaTi,prelukrabilitat͡sj,prelukrabilitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
prepubertate,prepubertatăți,t,i,prepubertaTi,prepubertat͡sj,prepubertatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
prioritate,priorități,t,i,prijoritaTi,prijoritat͡sj,prioritət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
proces,procese,s,e,prot͡sese,prot͡sese,prot͡ʃese,RULE_FAILURE,,1.0,0.0,0,0.2,
procesivitate,procesivitatăți,t,i,prot͡ʃesivitaTi,prot͡ʃesivitat͡sj,prot͡ʃesivitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
pronunciamento,pronunciamentouri,t,uri,pronunt͡ʃamentouri,pronunt͡ʃamentourj,pronunt͡ʃiamentouri,RULE_FAILURE,,2.0,0.0,0,0.4,
prusiancă,prusience,c,e,prusianKe,prusiant͡ʃe,prusient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
prăjiturică,prăjiturele,c,e,prəʒituriKe,prəʒiturit͡ʃe,prəʒiturele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
pseudocod,pseudocoduri,d,uri,psewdokoduri,psewdokodurj,pseudokoduri,RULE_FAILURE,,2.0,0.0,0,0.4,
pupezică,pupezele,c,e,pupeziKe,pupezit͡ʃe,pupezele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
pupăză,pupeze,z,e,pupəze,pupəze,pupeze,RULE_FAILURE,,1.0,0.0,0,0.2,
putinică,putinele,c,e,putiniKe,putinit͡ʃe,putinele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
putorișcă,putoriști,c,i,putoriʃKi,putoriʃtj,putoriʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
putto,putti,t,i,,,putti,UR_BUILD_FAILED,,,,,,
pușcă,puști,c,i,puʃKi,puʃtj,puʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
pârlog,pârloage,g,e,pɨrloGe,pɨrlod͡ʒe,pɨrload͡ʒe,RULE_FAILURE,,1.0,0.0,0,0.2,
pădurică,pădurele,c,e,pəduriKe,pədurit͡ʃe,pədurele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
păhărniceasă,păhărnicese,s,e,pəhərnit͡ʃase,pəhərnit͡ʃase,pəhərnit͡ʃese,RULE_FAILURE,,1.0,0.0,0,0.2,
păiețică,păiețele,c,e,pəiet͡siKe,pəiet͡sit͡ʃe,pəiet͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
păioasă,păoioase,s,e,pəioase,pəioase,pəoioase,RULE_FAILURE,,1.0,0.0,0,0.2,
păpușică,păpușele,c,e,pəpuʃiKe,pəpuʃit͡ʃe,pəpuʃele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
păserică,păserele,c,e,pəseriKe,pəserit͡ʃe,pəserele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
pătașcă,pătaște,c,e,pətaʃKe,pətaʃte,pətaʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
pătrunzătate,pătrunzătatăți,t,i,pətrunzətaTi,pətrunzətat͡sj,pətrunzətatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
pătrățică,pătrățele,c,e,pətrət͡siKe,pətrət͡sit͡ʃe,pətrət͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
păturică,păturele,c,e,pəturiKe,pəturit͡ʃe,pəturele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
radiocomandă,radiocomenzi,d,i,radiokomanDi,radiokomanzj,radiokomenzi,RULE_FAILURE,,2.0,0.0,0,0.4,
radioecou,radioecouri,c,uri,radioekouuri,radioekouurj,radioekouri,RULE_FAILURE,,2.0,0.0,0,0.4,
radou,radouri,d,uri,radouuri,radouurj,radouri,RULE_FAILURE,,2.0,0.0,0,0.4,
recenzent,recenzenți,t,i,ret͡senzenTi,ret͡senzent͡sj,ret͡ʃenzent͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
refugiat,refugiați,t,i,rəfuʒiaTi,rəfuʒiat͡sj,refud͡ʒiat͡si,RULE_FAILURE,,4.0,0.0,0,0.8,
retardat,retardați,t,i,rətərdaTi,rətərdat͡sj,retardat͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
reziduu,reziduuri,d,uri,reziduuuri,reziduuurj,reziduuri,RULE_FAILURE,,2.0,0.0,0,0.4,
ridiculitate,ridiculitatăți,t,i,ridikulitaTi,ridikulitat͡sj,ridikulitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
ridiculozitate,ridiculozitatăți,t,i,ridikulozitaTi,ridikulozitat͡sj,ridikulozitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
rizibilitate,rizibilitatăți,t,i,rizibilitaTi,rizibilitat͡sj,rizibilitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
rișcă,riște,c,e,riʃKe,riʃte,riʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
rohatcă,rohătci,c,i,rohaTKi,rohat͡st͡ʃj,rohətt͡ʃi,RULE_FAILURE,,4.0,0.0,1,1.1,
rondou,rondouri,d,uri,rondouuri,rondouurj,rondouri,RULE_FAILURE,,2.0,0.0,0,0.4,
rotcă,rotci,c,i,roTKi,rot͡st͡ʃj,rott͡ʃi,RULE_FAILURE,,3.0,0.0,1,0.9,
rourică,rourele,c,e,rouriKe,rourit͡ʃe,rourele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
roștung,roștunguri,g,uri,roʃtunɡuri,roʃtunɡurj,roʃtunɡuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
rubașcă,rubăști,c,i,rubaʃKi,rubaʃtj,rubəʃti,NORM_TRAILING_GLIDE,"TRAILING_GLIDE,UNSTRESSED_SCHWA",0.0,0.0,0,0.0,
rușcă,ruști,c,i,ruʃKi,ruʃtj,ruʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
răchițică,răchițele,c,e,,,rəkit͡sele,UR_BUILD_FAILED,,,,,,
rădașcă,rădaște,c,e,rədaʃKe,rədaʃte,rədaʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
rămurică,rămurele,c,e,rəmuriKe,rəmurit͡ʃe,rəmurele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
răncău,răncăuri,c,uri,rənkəuuri,rənkəuurj,rənkəuri,RULE_FAILURE,,2.0,0.0,0,0.4,
rățușcă,rățuște,c,e,rət͡suʃKe,rət͡suʃte,rət͡suʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
sacou,sacouri,c,uri,sakouuri,sakouurj,sakouri,RULE_FAILURE,,2.0,0.0,0,0.4,
satelit,sateliți,t,i,satəliTi,satəlit͡sj,satelit͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
satulungeancă,satulungence,c,e,satulund͡ʒanKe,satulund͡ʒant͡ʃe,satulund͡ʒent͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
scoc,scocuri,c,uri,ʃokuri,ʃokurj,skokuri,RULE_FAILURE,,3.0,0.0,0,0.6,
scorțică,scorțele,c,e,skort͡siKe,skort͡sit͡ʃe,skort͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
scovardă,scoverzi,d,i,skovarDi,skovarzj,skoverzi,RULE_FAILURE,,2.0,0.0,0,0.4,
scrisorică,scrisorele,c,e,skrisoriKe,skrisorit͡ʃe,skrisorele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
scrâșnet,scrâșnete,t,e,skrɨʃnete,skrɨʃnete,skrɨʃnete,RULE_FAILURE,,0.0,0.0,1,0.3,
scut,scuturi,t,uri,skəturi,skəturj,skuturi,RULE_FAILURE,,2.0,0.0,0,0.4,
scândurișcă,scânduriști,c,i,skɨnduriʃKi,skɨnduriʃtj,skɨnduriʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
scăpărământ,scăpărăminte,t,e,skəpərəmɨnte,skəpərəmɨnte,skəpərəminte,RULE_FAILURE,,1.0,0.0,0,0.2,
scăzământ,scăzăminte,t,e,skəzəmɨnte,skəzəmɨnte,skəzəminte,RULE_FAILURE,,1.0,0.0,0,0.2,
sebeșancă,sebeșence,c,e,sebeʃanKe,sebeʃant͡ʃe,sebeʃent͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
secerică,secerele,c,e,set͡ʃeriKe,set͡ʃerit͡ʃe,set͡ʃerele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
secerățică,secerățele,c,e,set͡ʃerət͡siKe,set͡ʃerət͡sit͡ʃe,set͡ʃerət͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
senet,seneturi,t,uri,senehturi,senehturj,seneturi,RULE_FAILURE,,2.0,0.0,0,0.4,
sergent,sergenți,t,i,sərʒenTi,sərʒent͡sj,serd͡ʒent͡si,RULE_FAILURE,,4.0,0.0,0,0.8,
serialitate,serialitatăți,t,i,serialitaTi,serialitat͡sj,serialitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
servocomandă,servocomenzi,d,i,servokomanDi,servokomanzj,servokomenzi,RULE_FAILURE,,2.0,0.0,0,0.4,
sfadă,sfezi,d,i,sfaDi,sfazj,sfezi,RULE_FAILURE,,2.0,0.0,0,0.4,
sfânt,sfinți,t,i,sfɨnTi,sfɨnt͡sj,sfint͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
sfântă,sfinte,t,e,sfɨnte,sfɨnte,sfinte,RULE_FAILURE,,1.0,0.0,0,0.2,
sfăt,sfeți,t,i,sfəTi,sfət͡sj,sfet͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
siberiancă,siberience,c,e,siberianKe,siberiant͡ʃe,siberient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
sibiancă,sibience,c,e,sibianKe,sibiant͡ʃe,sibient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
siciliancă,sicilience,c,e,sit͡ʃilianKe,sit͡ʃiliant͡ʃe,sit͡ʃilient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
simțemânt,simțeminte,t,e,simt͡semɨnte,simt͡semɨnte,simt͡seminte,RULE_FAILURE,,1.0,0.0,0,0.2,
simțimânt,simțiminte,t,e,simt͡simɨnte,simt͡simɨnte,simt͡siminte,RULE_FAILURE,,1.0,0.0,0,0.2,
simțământ,simțăminte,t,e,simt͡səmɨnte,simt͡səmɨnte,simt͡səminte,RULE_FAILURE,,1.0,0.0,0,0.2,
sinod,sinoade,d,e,sinode,sinode,sinoade,RULE_FAILURE,,1.0,0.0,0,0.2,
sinăiancă,sinăience,c,e,sinəianKe,sinəiant͡ʃe,sinəient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
sit,situri,t,uri,səturi,səturj,situri,RULE_FAILURE,,2.0,0.0,0,0.4,
sitișcă,sitiști,c,i,sitiʃKi,sitiʃtj,sitiʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
skateboard,skateboarduri,d,uri,skejdborduri,skejdbordurj,skateboarduri,RULE_FAILURE,,5.0,0.0,0,1.0,
slang,slanguri,g,uri,slenɡuri,slenɡurj,slanɡuri,RULE_FAILURE,,2.0,0.0,0,0.4,
slobodnic,slovodnici,c,i,slobodniKi,slobodnit͡ʃj,slovodnit͡ʃi,RULE_FAILURE,,2.0,0.0,0,0.4,
sorginte,sorginți,t,i,sorɡinTi,sorɡint͡sj,sord͡ʒint͡si,RULE_FAILURE,,4.0,0.0,0,0.8,
sorică,sorele,c,e,soriKe,sorit͡ʃe,sorele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
soroc,soroace,c,e,soroKe,sorot͡ʃe,soroat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
spată,spete,t,e,spate,spate,spete,RULE_FAILURE,,1.0,0.0,0,0.2,
spinărică,spinărele,c,e,spinəriKe,spinərit͡ʃe,spinərele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
spovadă,spovede,d,e,spovade,spovade,spovede,RULE_FAILURE,,1.0,0.0,0,0.2,
stand,standuri,d,uri,steənduri,steəndurj,standuri,RULE_FAILURE,,3.0,0.0,0,0.6,
stenos,stenoser,s,e,stenose,stenose,stenoser,RULE_FAILURE,,1.0,3.0,0,1.7,
stiglețică,stiglețele,c,e,stiɡlet͡siKe,stiɡlet͡sit͡ʃe,stiɡlet͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
stolniceasă,stolnicese,s,e,stolnit͡ʃase,stolnit͡ʃase,stolnit͡ʃese,RULE_FAILURE,,1.0,0.0,0,0.2,
strâmtorică,strâmtorele,c,e,strɨmtoriKe,strɨmtorit͡ʃe,strɨmtorele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
stânga,stânci,g,i,stɨnɡai,stɨnɡai,stɨnt͡ʃi,RULE_FAILURE,,3.0,3.0,1,2.4,
subamiază,subamieze,z,e,subamiaze,subamiaze,subamieze,RULE_FAILURE,,1.0,0.0,0,0.2,
subprodus,suproduse,s,e,subproduse,subproduse,suproduse,RULE_FAILURE,,1.0,0.0,0,0.2,
sufet,sufeți,t,i,sufəTi,sufət͡sj,sufet͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
sulițică,sulițele,c,e,,,sulit͡sele,UR_BUILD_FAILED,,,,,,
summit,summituri,t,uri,samituri,samiturj,summituri,RULE_FAILURE,,3.0,0.0,0,0.6,
sunnit,suniți,t,i,sunniTi,sunnit͡sj,sunit͡si,RULE_FAILURE,,2.0,0.0,0,0.4,
suprarealitate,suprarealitatăți,t,i,suprarealitaTi,suprarealitat͡sj,suprarealitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
surățică,surățele,c,e,surət͡siKe,surət͡sit͡ʃe,surət͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
svadă,svezi,d,i,svaDi,svazj,svezi,RULE_FAILURE,,2.0,0.0,0,0.4,
